employee_id,name,email,designation,age,length_of_service,is_promoted,no_of_trainings,avg_training_score
28640,Karen Morgan,karen_morgan921@gmail.com,Sales & Marketing,30,1,0,10,53.0
50809,Rachel Davis,rachel_davis948@gmail.com,Operations,32,5,0,10,62.0
66272,Paul Evans,paul_evans343@gmail.com,Procurement,45,3,0,10,71.0
39637,Paul Walker,paul_walker548@gmail.com,Finance,28,3,0,10,63.0
77700,Eva Phillips,eva_phillips811@gmail.com,Operations,40,9,0,10,60.0
34335,Mia Morgan,mia_morgan811@gmail.com,Sales & Marketing,36,3,0,10,50.0
29788,Wendy Martinez,wendy_martinez444@gmail.com,HR,38,3,0,10,51.0
17297,Grace Brown,grace_brown817@gmail.com,Procurement,31,7,0,10,69.0
42808,Rachel Lee,rachel_lee323@gmail.com,Operations,28,2,0,10,
38228,Alice Wood,alice_wood693@gmail.com,Sales & Marketing,35,4,0,10,50.0
42748,Isabella Brooks,isabella_brooks10@gmail.com,Procurement,27,2,0,10,70.0
16178,Frank Harris,frank_harris969@gmail.com,Sales & Marketing,32,3,0,10,54.0
42888,Jack Kelly,jack_kelly730@gmail.com,Operations,35,3,0,10,60.0
257,Yvonne Cooper,yvonne_cooper683@gmail.com,Analytics,33,8,0,10,86.0
29641,Olivia Smith,olivia_smith612@gmail.com,Sales & Marketing,30,4,0,10,48.0
23962,Jack Cooper,jack_cooper466@gmail.com,Finance,31,2,0,10,62.0
52904,Noah Brown,noah_brown411@gmail.com,Procurement,28,6,0,10,69.0
1138,Rachel Carter,rachel_carter360@gmail.com,Procurement,53,21,0,10,67.0
26937,Zach Cooper,zach_cooper239@gmail.com,Operations,25,1,0,10,56.0
3350,Jack Hill,jack_hill29@gmail.com,Technology,36,7,0,10,82.0
11360,Mia Wood,mia_wood398@gmail.com,Finance,28,2,0,10,58.0
39545,Quincy Edwards,quincy_edwards429@gmail.com,Operations,31,3,0,10,59.0
20218,Catherine Baker,catherine_baker885@gmail.com,Sales & Marketing,32,4,0,10,51.0
13650,Karen Smith,karen_smith391@gmail.com,HR,26,2,0,10,55.0
14775,Frank Harris,frank_harris146@gmail.com,Sales & Marketing,54,3,0,10,52.0
32336,Mia Brown,mia_brown747@gmail.com,Sales & Marketing,31,2,0,10,54.0
61,Sam Smith,sam_smith981@gmail.com,Analytics,36,2,0,10,84.0
51409,Grace Morgan,grace_morgan99@gmail.com,Procurement,25,3,0,10,72.0
64004,Sam Martinez,sam_martinez483@gmail.com,Analytics,31,5,0,10,90.0
64768,Mia Phillips,mia_phillips990@gmail.com,Technology,34,7,0,10,77.0
54903,Paul Lee,paul_lee593@gmail.com,Analytics,36,8,0,10,85.0
20878,Uma Evans,uma_evans821@gmail.com,Procurement,48,6,0,10,67.0
75974,Xander Kelly,xander_kelly521@gmail.com,Operations,31,4,0,10,58.0
66927,Catherine Kelly,catherine_kelly388@gmail.com,Operations,28,3,0,10,58.0
38649,Jack Walker,jack_walker127@gmail.com,Operations,37,4,0,10,57.0
57561,Liam Lee,liam_lee613@gmail.com,Procurement,37,10,0,10,67.0
35662,Isabella Taylor,isabella_taylor693@gmail.com,Operations,39,8,0,10,58.0
37514,Paul Brooks,paul_brooks340@gmail.com,Procurement,32,2,0,10,69.0
37729,Noah Kelly,noah_kelly452@gmail.com,Operations,42,6,0,10,60.0
21580,Mia Thompson,mia_thompson374@gmail.com,Operations,35,7,0,10,62.0
26227,Frank Walker,frank_walker136@gmail.com,Technology,30,6,1,10,82.0
19999,Victor Carter,victor_carter426@gmail.com,Technology,41,14,0,10,81.0
75292,Bob Walker,bob_walker995@gmail.com,Technology,32,7,0,10,77.0
42001,Isabella White,isabella_white186@gmail.com,Sales & Marketing,32,5,0,10,56.0
1305,Bob Martinez,bob_martinez189@gmail.com,Sales & Marketing,35,3,0,10,51.0
23495,Xander Moore,xander_moore879@gmail.com,Procurement,30,4,0,10,73.0
11891,Noah Martinez,noah_martinez676@gmail.com,Operations,32,8,0,10,59.0
1614,David Thompson,david_thompson247@gmail.com,R&D,35,6,0,10,87.0
69697,Bob Brooks,bob_brooks789@gmail.com,Sales & Marketing,30,2,0,10,48.0
65185,Paul Brown,paul_brown767@gmail.com,Operations,40,5,0,10,60.0
70113,Wendy White,wendy_white669@gmail.com,Procurement,34,9,0,10,71.0
64536,Bob White,bob_white635@gmail.com,Procurement,30,7,0,10,71.0
371,Bob White,bob_white236@gmail.com,Technology,25,2,0,10,80.0
69775,Alice Wilson,alice_wilson580@gmail.com,HR,33,6,0,10,47.0
46417,Quincy Cooper,quincy_cooper522@gmail.com,Technology,34,8,1,10,81.0
43631,Grace Hill,grace_hill687@gmail.com,Sales & Marketing,24,1,0,10,48.0
66024,Catherine Morgan,catherine_morgan907@gmail.com,Legal,37,5,0,10,57.0
56564,Wendy Smith,wendy_smith316@gmail.com,Procurement,30,1,0,10,70.0
67821,Victor Edwards,victor_edwards78@gmail.com,Finance,29,4,0,10,56.0
73623,Liam Perez,liam_perez500@gmail.com,Procurement,33,8,0,10,68.0
17268,Wendy Green,wendy_green748@gmail.com,Legal,34,10,0,10,59.0
7410,Karen Morgan,karen_morgan11@gmail.com,HR,27,1,0,10,50.0
57435,Catherine Smith,catherine_smith940@gmail.com,Procurement,34,3,0,10,73.0
66660,Frank Brooks,frank_brooks363@gmail.com,Sales & Marketing,46,7,0,10,48.0
8287,Mia Cooper,mia_cooper560@gmail.com,Sales & Marketing,33,7,0,10,50.0
57610,Karen Smith,karen_smith513@gmail.com,Technology,41,12,0,10,78.0
77662,David Martinez,david_martinez330@gmail.com,Analytics,30,2,0,10,87.0
37100,Zach Smith,zach_smith778@gmail.com,Operations,41,12,0,10,57.0
35283,Jack Wood,jack_wood388@gmail.com,Operations,23,1,0,10,
28981,Uma White,uma_white777@gmail.com,Sales & Marketing,37,9,0,10,48.0
73175,Catherine Kelly,catherine_kelly370@gmail.com,Sales & Marketing,39,9,0,10,52.0
19831,Quincy Morgan,quincy_morgan757@gmail.com,Sales & Marketing,32,5,0,10,53.0
30520,Wendy Harris,wendy_harris161@gmail.com,Sales & Marketing,37,6,1,10,53.0
53116,Eva Hill,eva_hill46@gmail.com,Sales & Marketing,37,3,0,10,47.0
69485,Grace Brown,grace_brown167@gmail.com,Procurement,36,5,0,10,70.0
66906,Harry Smith,harry_smith110@gmail.com,Finance,23,1,0,10,57.0
48511,Frank Evans,frank_evans576@gmail.com,Finance,36,4,0,10,
54792,Rachel Davis,rachel_davis812@gmail.com,HR,55,9,0,10,54.0
58021,Harry Smith,harry_smith992@gmail.com,Analytics,32,7,0,10,88.0
37315,Noah Edwards,noah_edwards997@gmail.com,Procurement,28,2,1,10,69.0
69404,Uma Cooper,uma_cooper647@gmail.com,Technology,33,8,0,10,78.0
52073,Quincy Davis,quincy_davis579@gmail.com,Sales & Marketing,37,8,0,10,50.0
48651,Sam Brown,sam_brown190@gmail.com,Sales & Marketing,32,7,0,10,47.0
69919,Karen Hill,karen_hill959@gmail.com,Technology,36,7,0,10,81.0
75250,Zach Hill,zach_hill442@gmail.com,Procurement,33,7,1,10,69.0
37844,Eva Smith,eva_smith731@gmail.com,Technology,32,4,1,10,96.0
22744,Liam Brown,liam_brown478@gmail.com,Sales & Marketing,39,3,0,10,44.0
26932,Wendy Kelly,wendy_kelly657@gmail.com,Sales & Marketing,31,6,0,10,52.0
2851,Victor Baker,victor_baker99@gmail.com,Sales & Marketing,31,4,0,10,50.0
2876,Yvonne Thompson,yvonne_thompson617@gmail.com,Analytics,30,3,0,10,83.0
53006,Harry Perez,harry_perez446@gmail.com,Operations,40,6,0,10,59.0
43131,Wendy Edwards,wendy_edwards684@gmail.com,Sales & Marketing,39,10,0,10,49.0
58788,Liam Edwards,liam_edwards365@gmail.com,Operations,33,9,0,10,58.0
22519,Wendy White,wendy_white355@gmail.com,Operations,36,9,0,10,55.0
36247,Liam Harris,liam_harris919@gmail.com,Procurement,37,9,0,10,66.0
15438,Wendy Smith,wendy_smith902@gmail.com,Technology,31,8,0,10,83.0
68208,Xander Baker,xander_baker796@gmail.com,Operations,33,10,0,10,59.0
37044,Karen Lee,karen_lee622@gmail.com,Operations,38,5,0,10,60.0
40138,Olivia Cooper,olivia_cooper972@gmail.com,Operations,25,2,0,10,
40539,Eva Morgan,eva_morgan137@gmail.com,Analytics,46,5,0,10,82.0
25459,Xander Green,xander_green836@gmail.com,Sales & Marketing,33,7,0,10,55.0
48227,Isabella Harris,isabella_harris654@gmail.com,Analytics,31,7,0,10,83.0
31251,David Hill,david_hill391@gmail.com,HR,23,2,0,10,48.0
58994,Xander Brooks,xander_brooks701@gmail.com,Sales & Marketing,33,7,0,10,51.0
36287,Xander Walker,xander_walker802@gmail.com,Sales & Marketing,27,3,0,10,48.0
42039,Xander Evans,xander_evans310@gmail.com,Sales & Marketing,30,2,0,10,49.0
20151,Quincy Kelly,quincy_kelly869@gmail.com,Procurement,33,9,0,10,72.0
33570,Wendy Morgan,wendy_morgan199@gmail.com,HR,27,3,0,10,48.0
48060,Uma Martinez,uma_martinez896@gmail.com,Sales & Marketing,28,2,0,10,51.0
66978,Catherine Carter,catherine_carter815@gmail.com,Legal,27,1,0,10,57.0
16188,Karen Wilson,karen_wilson111@gmail.com,Operations,43,14,0,10,56.0
23826,David Wood,david_wood548@gmail.com,Sales & Marketing,31,5,0,10,50.0
73157,Liam Davis,liam_davis880@gmail.com,HR,45,21,0,10,48.0
39813,Noah Lee,noah_lee260@gmail.com,Sales & Marketing,30,3,0,10,51.0
38456,Mia Cooper,mia_cooper515@gmail.com,Legal,36,7,0,10,64.0
45008,Xander Edwards,xander_edwards597@gmail.com,Analytics,31,5,0,10,80.0
66877,Wendy Harris,wendy_harris196@gmail.com,Analytics,37,2,0,10,88.0
6466,Sam Martinez,sam_martinez722@gmail.com,Analytics,37,3,0,10,83.0
32504,Jack Wilson,jack_wilson208@gmail.com,Operations,39,10,0,10,
44260,Liam Baker,liam_baker912@gmail.com,R&D,31,6,0,10,79.0
14117,Yvonne Wood,yvonne_wood112@gmail.com,Technology,47,3,0,10,80.0
65985,Rachel Hill,rachel_hill919@gmail.com,Operations,28,5,0,10,
8754,Bob Carter,bob_carter274@gmail.com,Operations,40,11,0,10,56.0
58419,Yvonne Perez,yvonne_perez43@gmail.com,Procurement,39,7,0,10,73.0
9877,Harry Taylor,harry_taylor999@gmail.com,Sales & Marketing,50,7,0,10,47.0
3204,Alice Wilson,alice_wilson963@gmail.com,Procurement,30,3,0,10,73.0
15331,Paul Harris,paul_harris32@gmail.com,Sales & Marketing,44,4,0,10,50.0
511,Noah Smith,noah_smith526@gmail.com,Finance,30,4,0,10,58.0
54254,Paul Brooks,paul_brooks817@gmail.com,Procurement,42,2,0,10,70.0
51783,Frank Edwards,frank_edwards712@gmail.com,Finance,37,5,0,10,63.0
71032,Rachel Hill,rachel_hill671@gmail.com,Operations,35,4,0,10,60.0
31470,Rachel Lee,rachel_lee567@gmail.com,Procurement,34,7,0,10,70.0
2183,Jack Smith,jack_smith974@gmail.com,Analytics,31,4,0,10,84.0
26531,David Green,david_green860@gmail.com,Legal,34,8,0,10,56.0
63480,Zach Green,zach_green680@gmail.com,Finance,25,3,0,10,
50879,Xander Perez,xander_perez486@gmail.com,Analytics,29,5,0,10,85.0
5183,Mia White,mia_white860@gmail.com,Sales & Marketing,26,1,0,10,46.0
59494,Harry Evans,harry_evans351@gmail.com,Finance,23,1,0,10,56.0
40235,David Hill,david_hill2@gmail.com,Sales & Marketing,27,3,0,10,50.0
45133,Frank Evans,frank_evans124@gmail.com,Operations,30,3,0,10,
75655,Alice Walker,alice_walker944@gmail.com,Operations,39,10,0,10,64.0
62741,Bob Green,bob_green65@gmail.com,Technology,31,5,0,10,83.0
44307,Liam Martinez,liam_martinez605@gmail.com,Sales & Marketing,41,7,0,10,53.0
43934,Quincy Kelly,quincy_kelly804@gmail.com,HR,49,6,0,10,50.0
19954,Catherine Thompson,catherine_thompson854@gmail.com,Technology,37,4,0,10,83.0
76740,Zach Carter,zach_carter153@gmail.com,HR,42,15,0,10,53.0
24507,Frank Wilson,frank_wilson477@gmail.com,Sales & Marketing,26,1,0,10,50.0
62496,Uma Phillips,uma_phillips180@gmail.com,Analytics,29,5,0,10,82.0
11253,Victor Johnson,victor_johnson567@gmail.com,Operations,29,5,0,10,64.0
22324,Noah Hill,noah_hill953@gmail.com,Sales & Marketing,38,3,0,10,46.0
16369,Liam Morgan,liam_morgan824@gmail.com,Operations,24,1,0,10,64.0
63838,Paul Morgan,paul_morgan515@gmail.com,Sales & Marketing,31,6,0,10,50.0
41182,Uma Harris,uma_harris680@gmail.com,Technology,52,7,0,10,80.0
42031,Paul Evans,paul_evans723@gmail.com,Operations,33,5,0,10,59.0
14268,Mia Perez,mia_perez513@gmail.com,Analytics,28,4,1,10,83.0
7323,David Harris,david_harris804@gmail.com,Technology,41,6,0,10,81.0
19248,Rachel White,rachel_white373@gmail.com,Operations,25,2,0,10,57.0
13540,Bob Taylor,bob_taylor483@gmail.com,Analytics,29,3,0,10,83.0
6058,Olivia Smith,olivia_smith795@gmail.com,Analytics,43,13,0,10,80.0
20329,Jack Thompson,jack_thompson851@gmail.com,Analytics,42,14,0,10,87.0
27556,Eva Brown,eva_brown498@gmail.com,Operations,29,2,0,10,60.0
70375,Paul Taylor,paul_taylor597@gmail.com,Procurement,27,4,0,10,70.0
56578,Paul Davis,paul_davis101@gmail.com,Sales & Marketing,29,5,0,10,60.0
22800,Karen Brooks,karen_brooks283@gmail.com,Finance,23,2,0,10,55.0
55983,Mia Carter,mia_carter667@gmail.com,Analytics,26,4,0,10,83.0
19845,Liam Brown,liam_brown69@gmail.com,Procurement,41,11,0,10,68.0
59550,Wendy Brown,wendy_brown141@gmail.com,Procurement,32,7,0,10,70.0
28098,Yvonne White,yvonne_white226@gmail.com,Sales & Marketing,28,2,0,10,50.0
71262,Sam Walker,sam_walker649@gmail.com,Sales & Marketing,45,14,0,10,50.0
73034,Frank Martinez,frank_martinez509@gmail.com,Operations,41,11,0,10,54.0
67445,Isabella Martinez,isabella_martinez966@gmail.com,Sales & Marketing,26,3,0,10,46.0
63697,Paul Hill,paul_hill261@gmail.com,Technology,55,4,0,10,78.0
68160,Karen Johnson,karen_johnson835@gmail.com,Operations,35,2,0,10,57.0
75765,Xander Carter,xander_carter299@gmail.com,Sales & Marketing,27,4,0,10,51.0
55854,Eva Thompson,eva_thompson799@gmail.com,Technology,42,4,0,10,82.0
58680,Harry Green,harry_green528@gmail.com,Finance,34,4,0,10,
41484,Tina Phillips,tina_phillips5@gmail.com,Sales & Marketing,40,6,0,10,49.0
49105,Jack White,jack_white523@gmail.com,Operations,34,7,1,10,
63658,Karen Smith,karen_smith578@gmail.com,Sales & Marketing,36,8,0,10,50.0
71797,Zach Wilson,zach_wilson506@gmail.com,Sales & Marketing,38,7,0,10,51.0
15116,Liam Perez,liam_perez749@gmail.com,Sales & Marketing,34,3,0,10,48.0
1062,Uma Brooks,uma_brooks458@gmail.com,Technology,29,2,0,10,83.0
59955,Alice Moore,alice_moore373@gmail.com,Operations,43,3,0,10,60.0
41109,Bob Taylor,bob_taylor773@gmail.com,Sales & Marketing,41,9,0,10,50.0
26083,Tina Perez,tina_perez121@gmail.com,Technology,29,5,0,10,75.0
52682,Sam White,sam_white159@gmail.com,Sales & Marketing,32,4,0,10,48.0
18224,Catherine Cooper,catherine_cooper458@gmail.com,Technology,31,5,0,10,80.0
57630,Eva Phillips,eva_phillips114@gmail.com,Analytics,26,2,0,10,85.0
32246,Catherine Wood,catherine_wood184@gmail.com,Operations,35,7,0,10,62.0
40405,Harry Wood,harry_wood929@gmail.com,Sales & Marketing,30,4,0,10,53.0
46657,Zach Thompson,zach_thompson22@gmail.com,R&D,36,6,0,10,84.0
35496,Paul Perez,paul_perez338@gmail.com,Operations,33,7,0,10,54.0
58975,Catherine Perez,catherine_perez446@gmail.com,Legal,47,6,0,10,58.0
77198,Wendy Perez,wendy_perez621@gmail.com,Sales & Marketing,59,4,0,10,48.0
76775,Grace Brooks,grace_brooks405@gmail.com,Finance,39,3,0,10,58.0
58690,Harry Moore,harry_moore165@gmail.com,Sales & Marketing,36,4,0,10,50.0
29727,Eva Brown,eva_brown24@gmail.com,Sales & Marketing,40,2,0,10,50.0
25534,Catherine Edwards,catherine_edwards415@gmail.com,HR,31,5,0,10,52.0
53257,Harry Evans,harry_evans348@gmail.com,Sales & Marketing,53,18,0,10,46.0
29513,Rachel Wood,rachel_wood272@gmail.com,Sales & Marketing,38,4,0,10,44.0
29847,Xander Brown,xander_brown298@gmail.com,Operations,39,4,0,10,60.0
60116,Zach Brown,zach_brown740@gmail.com,Technology,29,6,0,10,77.0
43858,Mia Harris,mia_harris630@gmail.com,Operations,26,2,0,10,58.0
34624,Wendy Edwards,wendy_edwards21@gmail.com,Sales & Marketing,35,7,0,10,48.0
34309,Jack Morgan,jack_morgan208@gmail.com,Operations,36,5,0,10,54.0
47151,Tina Baker,tina_baker783@gmail.com,Procurement,36,3,0,10,67.0
50919,Karen Evans,karen_evans960@gmail.com,Analytics,28,1,0,10,84.0
52176,Bob Taylor,bob_taylor874@gmail.com,Sales & Marketing,37,4,0,10,44.0
53598,Quincy Carter,quincy_carter138@gmail.com,Sales & Marketing,43,17,0,10,49.0
43594,Eva Davis,eva_davis44@gmail.com,Sales & Marketing,31,7,0,10,53.0
16570,Rachel Green,rachel_green466@gmail.com,Finance,42,5,0,10,58.0
73249,Paul Kelly,paul_kelly316@gmail.com,Sales & Marketing,33,2,0,10,51.0
50813,Noah Perez,noah_perez496@gmail.com,Sales & Marketing,36,9,0,10,47.0
47911,Karen Johnson,karen_johnson653@gmail.com,Procurement,37,8,0,10,71.0
1174,Jack Smith,jack_smith95@gmail.com,HR,25,1,0,10,54.0
50388,Uma Edwards,uma_edwards108@gmail.com,Procurement,28,1,1,10,97.0
58744,Uma Perez,uma_perez489@gmail.com,Sales & Marketing,33,6,0,10,48.0
77362,Quincy Wood,quincy_wood887@gmail.com,Operations,39,2,0,10,59.0
77381,Tina Lee,tina_lee6@gmail.com,Sales & Marketing,24,1,0,10,49.0
25823,Grace Davis,grace_davis902@gmail.com,Analytics,44,4,0,10,87.0
22326,Victor Cooper,victor_cooper892@gmail.com,Operations,35,2,0,10,63.0
63743,Sam Harris,sam_harris493@gmail.com,Analytics,36,8,0,10,86.0
51274,Tina Edwards,tina_edwards615@gmail.com,Operations,34,7,0,10,60.0
20212,Catherine Cooper,catherine_cooper271@gmail.com,Technology,23,1,0,10,73.0
41872,Paul White,paul_white313@gmail.com,Technology,35,8,0,10,82.0
32463,Noah Green,noah_green708@gmail.com,Sales & Marketing,34,10,0,10,47.0
28845,Sam Brown,sam_brown736@gmail.com,Sales & Marketing,34,7,0,10,49.0
76431,Mia Brown,mia_brown880@gmail.com,Sales & Marketing,30,2,0,10,50.0
44877,Uma Evans,uma_evans57@gmail.com,Operations,26,4,1,10,
51483,Frank Perez,frank_perez250@gmail.com,Operations,38,8,0,10,
15056,Olivia Walker,olivia_walker640@gmail.com,Sales & Marketing,25,1,0,10,48.0
23908,Harry Phillips,harry_phillips744@gmail.com,Operations,29,2,0,10,57.0
2884,Paul Walker,paul_walker773@gmail.com,R&D,29,2,0,10,86.0
16450,Victor Brown,victor_brown225@gmail.com,Operations,45,19,0,10,58.0
5023,Isabella Cooper,isabella_cooper108@gmail.com,Operations,47,14,0,10,62.0
55892,Wendy Wood,wendy_wood270@gmail.com,Operations,30,2,0,10,63.0
47538,Bob White,bob_white851@gmail.com,Sales & Marketing,27,5,0,10,50.0
3548,Xander Cooper,xander_cooper603@gmail.com,Operations,32,7,0,10,60.0
63271,Eva Evans,eva_evans780@gmail.com,Sales & Marketing,40,6,0,10,57.0
69183,Jack Smith,jack_smith112@gmail.com,Sales & Marketing,26,2,0,10,53.0
2348,Victor Phillips,victor_phillips923@gmail.com,Sales & Marketing,31,3,0,10,49.0
5224,Grace Taylor,grace_taylor558@gmail.com,Sales & Marketing,23,1,0,10,49.0
34123,Noah Phillips,noah_phillips937@gmail.com,Procurement,35,3,0,10,67.0
2369,Wendy Harris,wendy_harris105@gmail.com,Finance,25,1,0,10,63.0
18318,Frank Hill,frank_hill957@gmail.com,Analytics,25,2,0,10,80.0
24269,Grace Evans,grace_evans150@gmail.com,Sales & Marketing,32,5,0,10,
4932,David Carter,david_carter485@gmail.com,Sales & Marketing,60,5,0,10,50.0
9193,Liam Brown,liam_brown599@gmail.com,Sales & Marketing,37,4,0,10,48.0
48335,Jack Green,jack_green393@gmail.com,Sales & Marketing,36,3,0,10,47.0
5221,Quincy Lee,quincy_lee82@gmail.com,Operations,37,8,0,10,57.0
15509,Victor Wood,victor_wood671@gmail.com,Analytics,36,2,0,10,91.0
56909,Victor Lee,victor_lee295@gmail.com,Sales & Marketing,29,5,0,10,50.0
77669,Yvonne Cooper,yvonne_cooper909@gmail.com,Operations,48,19,0,10,56.0
29348,Zach Perez,zach_perez615@gmail.com,Analytics,27,7,0,10,83.0
54034,Bob Green,bob_green443@gmail.com,Operations,34,5,0,10,55.0
33776,Eva Wood,eva_wood581@gmail.com,Finance,28,7,0,10,62.0
18551,David Lee,david_lee314@gmail.com,Sales & Marketing,32,3,0,10,50.0
19688,Wendy Wilson,wendy_wilson282@gmail.com,Technology,29,2,0,10,83.0
50909,Karen Johnson,karen_johnson499@gmail.com,R&D,30,5,0,10,88.0
56119,Wendy Harris,wendy_harris682@gmail.com,Operations,37,10,0,10,60.0
41667,Uma Smith,uma_smith833@gmail.com,Procurement,29,2,0,10,68.0
76024,Sam Baker,sam_baker53@gmail.com,HR,34,7,0,10,50.0
2904,Quincy Lee,quincy_lee266@gmail.com,Procurement,46,8,0,10,66.0
23174,Mia Lee,mia_lee511@gmail.com,Sales & Marketing,34,4,0,10,43.0
76128,David Smith,david_smith276@gmail.com,Sales & Marketing,31,3,0,10,54.0
38342,Uma Moore,uma_moore615@gmail.com,Procurement,28,2,0,10,67.0
15586,Liam Green,liam_green622@gmail.com,Sales & Marketing,39,6,0,10,46.0
23917,Noah Brown,noah_brown79@gmail.com,Sales & Marketing,42,12,0,10,48.0
2588,Wendy Brooks,wendy_brooks810@gmail.com,HR,33,10,0,10,51.0
29892,Liam Morgan,liam_morgan657@gmail.com,Analytics,52,3,0,10,87.0
77488,Harry Phillips,harry_phillips724@gmail.com,Operations,48,7,0,10,58.0
59621,Karen White,karen_white822@gmail.com,Sales & Marketing,30,5,0,10,43.0
13263,Paul Smith,paul_smith618@gmail.com,Technology,27,2,1,10,77.0
21348,Xander Walker,xander_walker707@gmail.com,Analytics,30,3,1,10,83.0
54584,Eva Brown,eva_brown934@gmail.com,Analytics,31,3,0,10,82.0
32234,Grace Carter,grace_carter369@gmail.com,Legal,27,1,1,10,73.0
42771,Wendy Lee,wendy_lee890@gmail.com,Finance,29,5,0,10,57.0
29008,Frank Walker,frank_walker604@gmail.com,Operations,31,5,0,10,59.0
71129,Eva Wilson,eva_wilson624@gmail.com,HR,33,5,0,10,47.0
3767,Olivia Phillips,olivia_phillips848@gmail.com,Sales & Marketing,41,5,0,10,50.0
51679,Jack Moore,jack_moore957@gmail.com,Procurement,35,4,0,10,71.0
49430,Karen Martinez,karen_martinez236@gmail.com,Analytics,26,3,1,10,83.0
52753,Isabella Lee,isabella_lee287@gmail.com,Analytics,29,4,0,10,79.0
64387,Grace Baker,grace_baker259@gmail.com,Sales & Marketing,24,2,0,10,48.0
17720,Alice Phillips,alice_phillips949@gmail.com,Technology,28,1,0,10,79.0
14627,Frank Carter,frank_carter619@gmail.com,Technology,49,20,0,10,80.0
40465,Harry Brown,harry_brown249@gmail.com,Sales & Marketing,39,7,0,10,51.0
35947,Bob Harris,bob_harris82@gmail.com,Sales & Marketing,26,2,0,10,55.0
10018,Noah Brooks,noah_brooks718@gmail.com,Operations,42,12,0,10,
29691,Yvonne Baker,yvonne_baker813@gmail.com,Operations,29,5,0,10,56.0
55186,Victor Walker,victor_walker333@gmail.com,Analytics,28,2,0,10,81.0
43469,Liam Wilson,liam_wilson206@gmail.com,Sales & Marketing,39,6,0,10,48.0
41241,Rachel Phillips,rachel_phillips766@gmail.com,Finance,29,6,0,10,
28989,Eva Moore,eva_moore219@gmail.com,Sales & Marketing,30,4,0,10,53.0
63919,Karen Evans,karen_evans827@gmail.com,Technology,38,7,0,10,80.0
52625,Jack Johnson,jack_johnson511@gmail.com,HR,37,3,0,10,44.0
821,Sam Cooper,sam_cooper238@gmail.com,Operations,25,4,0,10,65.0
69739,Olivia Smith,olivia_smith192@gmail.com,Technology,42,15,0,10,83.0
35562,Catherine Walker,catherine_walker209@gmail.com,Technology,28,4,0,10,82.0
52457,Jack Green,jack_green235@gmail.com,Operations,30,5,0,10,54.0
65162,Xander Perez,xander_perez380@gmail.com,Operations,31,3,0,10,58.0
